Source,Term_ID,Term,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,adj_p_value,-log10(adj_p),hits,Category
GO:BP,GO:0036017,response to erythropoietin,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an erythropoietin stimulus. Erythropoietin is a glycoprotein hormone that controls erythropoiesis."" [GOC:yaf]",9,10,1,21026,0.1,0.1111111111111111,query_1,['GO:0034097'],['CD40'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0035855,megakaryocyte development,1.0,False,"""The process whose specific outcome is the progression of a megakaryocyte cell over time, from its formation to the mature structure. Megakaryocyte development does not include the steps involved in committing a cell to a megakaryocyte fate. A megakaryocyte is a giant cell 50 to 100 micron in diameter, with a greatly lobulated nucleus, found in the bone marrow."" [CL:0000556, GOC:BHF, GOC:vk]",23,10,1,21026,0.1,0.043478260869565216,query_1,"['GO:0030219', 'GO:0061515']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0035744,T-helper 1 cell cytokine production,1.0,False,"""Any process that contributes to cytokine production by a T-helper 1 cell."" [CL:0000545, GOC:BHF]",8,10,1,21026,0.1,0.125,query_1,"['GO:0035743', 'GO:0042088']",['IL1B'],[['IDA']],1.0,-0.0,1,Immune signaling
GO:BP,GO:0035743,"CD4-positive, alpha-beta T cell cytokine production",1.0,False,"""Any process that contributes to cytokine production by a CD4-positive, alpha-beta T cell."" [CL:0000624, GOC:BHF]",19,10,1,21026,0.1,0.05263157894736842,query_1,['GO:0002369'],['IL1B'],[['IDA']],1.0,-0.0,1,Immune signaling
GO:BP,GO:0035666,TRIF-dependent toll-like receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by a ligand binding to a toll-like receptor where the TRIF adaptor mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."" [GOC:BHF, PMID:12855817]",13,10,1,21026,0.1,0.07692307692307693,query_1,['GO:0002756'],['CD40'],[['IEA']],1.0,-0.0,1,Immune signaling
GO:BP,GO:0035592,establishment of protein localization to extracellular region,1.0,False,"""The directed movement of a protein to a specific location within the extracellular region."" [GOC:bf, GOC:BHF]",382,10,1,21026,0.1,0.002617801047120419,query_1,"['GO:0045184', 'GO:0071692']",['IL1B'],"[['IDA', 'ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0035556,intracellular signal transduction,1.0,False,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2965,10,6,21026,0.6,0.002023608768971332,query_1,['GO:0007165'],"['PTPN6', 'IFIH1', 'IL1B', 'NFKB2', 'CD40', 'LTB']","[['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEP', 'IEA'], ['IBA']]",1.0,-0.0,6,Other
GO:BP,GO:0035456,response to interferon-beta,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-beta stimulus. Interferon-beta is a type I interferon."" [GOC:sl, PMID:9561374]",35,10,1,21026,0.1,0.02857142857142857,query_1,['GO:0034097'],['XAF1'],[['IDA']],1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0035295,tube development,1.0,False,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",1101,10,3,21026,0.3,0.0027247956403269754,query_1,"['GO:0007275', 'GO:0048856']","['PTPN6', 'IL1B', 'CD40']","[['IDA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IMP', 'IEA']]",1.0,-0.0,3,Other
GO:BP,GO:0042176,regulation of protein catabolic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]",369,10,1,21026,0.1,0.0027100271002710027,query_1,"['GO:0009894', 'GO:0030163', 'GO:0051246']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0033084,regulation of immature T cell proliferation in thymus,1.0,False,"""Any process that modulates the frequency, rate or extent of immature T cell proliferation in the thymus."" [GOC:add, GOC:mah]",13,10,1,21026,0.1,0.07692307692307693,query_1,"['GO:0033080', 'GO:0033083']",['IL1B'],[['IBA']],1.0,-0.0,1,Other
GO:BP,GO:0033080,immature T cell proliferation in thymus,1.0,False,"""The expansion of an immature T cell population by cell division in the thymus."" [GOC:add, ISBN:0781735149]",14,10,1,21026,0.1,0.07142857142857142,query_1,"['GO:0033077', 'GO:0033079']",['IL1B'],[['IBA']],1.0,-0.0,1,Other
GO:BP,GO:0032677,regulation of interleukin-8 production,1.0,False,"""Any process that modulates the frequency, rate, or extent of interleukin-8 production."" [GOC:mah]",84,10,1,21026,0.1,0.011904761904761904,query_1,"['GO:0001817', 'GO:0032637']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032663,regulation of interleukin-2 production,1.0,False,"""Any process that modulates the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]",64,10,1,21026,0.1,0.015625,query_1,"['GO:0001817', 'GO:0032623']",['IL1B'],[['IMP']],1.0,-0.0,1,Other
GO:BP,GO:0032649,regulation of type II interferon production,1.0,False,"""Any process that modulates the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]",120,10,1,21026,0.1,0.008333333333333333,query_1,"['GO:0001817', 'GO:0032609']",['IL1B'],[['IDA']],1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032648,regulation of interferon-beta production,1.0,False,"""Any process that modulates the frequency, rate, or extent of interferon-beta production."" [GOC:mah, PMID:15546383]",59,10,1,21026,0.1,0.01694915254237288,query_1,"['GO:0032479', 'GO:0032608']",['IFIH1'],"[['IDA', 'IMP', 'TAS']]",1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032647,regulation of interferon-alpha production,1.0,False,"""Any process that modulates the frequency, rate, or extent of interferon-alpha production."" [GOC:mah, PMID:15546383]",32,10,1,21026,0.1,0.03125,query_1,"['GO:0032479', 'GO:0032607']",['IFIH1'],"[['IMP', 'TAS']]",1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032645,regulation of granulocyte macrophage colony-stimulating factor production,1.0,False,"""Any process that modulates the frequency, rate, or extent of granulocyte macrophage colony-stimulating factor production."" [GOC:mah]",17,10,1,21026,0.1,0.058823529411764705,query_1,"['GO:0001817', 'GO:0032604', 'GO:0051246']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032642,regulation of chemokine production,1.0,False,"""Any process that modulates the frequency, rate, or extent of chemokine production."" [GOC:mah]",96,10,1,21026,0.1,0.010416666666666666,query_1,"['GO:0001817', 'GO:0032602']",['IL1B'],"[['IDA', 'IEA']]",1.0,-0.0,1,Immune signaling
GO:BP,GO:0032640,tumor necrosis factor production,1.0,False,"""The appearance of tumor necrosis factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Tumor necrosis factor is an inflammatory cytokine produced by macrophages/monocytes during acute inflammation and which is responsible for a diverse range of signaling events within cells, leading to necrosis or apoptosis."" [GOC:mah, PMID:10891884, PMID:15560120]",166,10,2,21026,0.2,0.012048192771084338,query_1,['GO:0071706'],"['PTPN6', 'IFIH1']","[['ISS', 'IEA'], ['IMP']]",1.0,-0.0,2,Other
GO:BP,GO:0032637,interleukin-8 production,1.0,False,"""The appearance of interleukin-8 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",84,10,1,21026,0.1,0.011904761904761904,query_1,['GO:0001816'],['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032623,interleukin-2 production,1.0,False,"""The appearance of interleukin-2 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",64,10,1,21026,0.1,0.015625,query_1,['GO:0001816'],['IL1B'],[['IMP']],1.0,-0.0,1,Other
GO:BP,GO:0032609,type II interferon production,1.0,False,"""The appearance of interferon-gamma due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]",121,10,1,21026,0.1,0.008264462809917356,query_1,['GO:0001816'],['IL1B'],[['IDA']],1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032608,interferon-beta production,1.0,False,"""The appearance of interferon-beta due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah, PMID:15546383]",59,10,1,21026,0.1,0.01694915254237288,query_1,['GO:0032606'],['IFIH1'],"[['IDA', 'IMP', 'TAS']]",1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032607,interferon-alpha production,1.0,False,"""The appearance of interferon-alpha due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah, PMID:15546383]",32,10,1,21026,0.1,0.03125,query_1,['GO:0032606'],['IFIH1'],"[['IMP', 'TAS']]",1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032606,type I interferon production,1.0,False,"""The appearance of type I interferon due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]",125,10,2,21026,0.2,0.016,query_1,['GO:0001816'],"['XAF1', 'IFIH1']","[['IDA'], ['IDA', 'IMP', 'TAS']]",1.0,-0.0,2,Interferon/antiviral
GO:BP,GO:0032604,granulocyte macrophage colony-stimulating factor production,1.0,False,"""The appearance of granulocyte macrophage colony-stimulating factor due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah, ISBN:0198506732]",17,10,1,21026,0.1,0.058823529411764705,query_1,"['GO:0001816', 'GO:0019538']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032602,chemokine production,1.0,False,"""The appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:BHF, GOC:rl, ISBN:0198506732, PMID:12183377, Wikipedia:Chemokine]",96,10,1,21026,0.1,0.010416666666666666,query_1,['GO:0001816'],['IL1B'],"[['IDA', 'IEA']]",1.0,-0.0,1,Immune signaling
GO:BP,GO:0032502,developmental process,1.0,False,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6553,10,5,21026,0.5,0.0007630093087135663,query_1,['GO:0008150'],"['PTPN6', 'IL1B', 'NFKB2', 'CD40', 'LTB']","[['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'ISS', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA']]",1.0,-0.0,5,Other
GO:BP,GO:0032481,positive regulation of type I interferon production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]",75,10,1,21026,0.1,0.013333333333333334,query_1,"['GO:0001819', 'GO:0032479', 'GO:0032606']",['IFIH1'],"[['IDA', 'IMP', 'TAS']]",1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032480,negative regulation of type I interferon production,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]",44,10,1,21026,0.1,0.022727272727272728,query_1,"['GO:0001818', 'GO:0032479', 'GO:0032606']",['XAF1'],[['IDA']],1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032479,regulation of type I interferon production,1.0,False,"""Any process that modulates the frequency, rate, or extent of interferon type I production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:mah]",125,10,2,21026,0.2,0.016,query_1,"['GO:0001817', 'GO:0032606']","['XAF1', 'IFIH1']","[['IDA'], ['IDA', 'IMP', 'TAS']]",1.0,-0.0,2,Interferon/antiviral
GO:BP,GO:0032446,protein modification by small protein conjugation,1.0,False,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]",853,10,1,21026,0.1,0.0011723329425556857,query_1,['GO:0070647'],['IFIH1'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032388,positive regulation of intracellular transport,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]",140,10,1,21026,0.1,0.007142857142857143,query_1,"['GO:0032386', 'GO:0046907', 'GO:0048522', 'GO:0051050']",['IL1B'],[['NAS']],1.0,-0.0,1,Other
GO:BP,GO:0032386,regulation of intracellular transport,1.0,False,"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]",266,10,1,21026,0.1,0.0037593984962406013,query_1,"['GO:0046907', 'GO:0051049', 'GO:0060341']",['IL1B'],[['NAS']],1.0,-0.0,1,Other
GO:BP,GO:0032370,positive regulation of lipid transport,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",84,10,1,21026,0.1,0.011904761904761904,query_1,"['GO:0006869', 'GO:0032368', 'GO:0051050', 'GO:1905954']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032368,regulation of lipid transport,1.0,False,"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",132,10,1,21026,0.1,0.007575757575757576,query_1,"['GO:0006869', 'GO:0051049', 'GO:1905952']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032310,prostaglandin secretion,1.0,False,"""The regulated release of a prostaglandin, any of a group of biologically active metabolites which contain a cyclopentane ring, from a cell or a tissue."" [GOC:mah]",19,10,1,21026,0.1,0.05263157894736842,query_1,"['GO:0015732', 'GO:0023061', 'GO:0032309', 'GO:0140353']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032309,icosanoid secretion,1.0,False,"""The controlled release of icosanoids, any of a group of C20 polyunsaturated fatty acids from a cell or a tissue."" [GOC:mah]",49,10,1,21026,0.1,0.02040816326530612,query_1,"['GO:0046903', 'GO:0071715']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032308,positive regulation of prostaglandin secretion,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the regulated release of a prostaglandin from a cell."" [GOC:mah]",14,10,1,21026,0.1,0.07142857142857142,query_1,"['GO:0032305', 'GO:0032306', 'GO:0032310', 'GO:1903532']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032306,regulation of prostaglandin secretion,1.0,False,"""Any process that modulates the frequency, rate or extent of the regulated release of a prostaglandin from a cell."" [GOC:mah]",15,10,1,21026,0.1,0.06666666666666667,query_1,"['GO:0032303', 'GO:0032310', 'GO:1903530']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032680,regulation of tumor necrosis factor production,1.0,False,"""Any process that modulates the frequency, rate or extent of tumor necrosis factor production."" [GOC:mah, PMID:10891884, PMID:15560120]",166,10,2,21026,0.2,0.012048192771084338,query_1,"['GO:0032640', 'GO:1903555']","['PTPN6', 'IFIH1']","[['ISS', 'IEA'], ['IMP']]",1.0,-0.0,2,Other
GO:BP,GO:0033083,regulation of immature T cell proliferation,1.0,False,"""Any process that modulates the frequency, rate or extent of immature T cell proliferation."" [GOC:add, GOC:mah]",13,10,1,21026,0.1,0.07692307692307693,query_1,"['GO:0033079', 'GO:0042129']",['IL1B'],[['IBA']],1.0,-0.0,1,Other
GO:BP,GO:0032715,negative regulation of interleukin-6 production,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]",48,10,1,21026,0.1,0.020833333333333332,query_1,"['GO:0001818', 'GO:0032635', 'GO:0032675']",['PTPN6'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032722,positive regulation of chemokine production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of chemokine production."" [GOC:mah]",72,10,1,21026,0.1,0.013888888888888888,query_1,"['GO:0001819', 'GO:0032602', 'GO:0032642']",['IL1B'],"[['IDA', 'IEA']]",1.0,-0.0,1,Immune signaling
GO:BP,GO:0033079,immature T cell proliferation,1.0,False,"""The expansion of an immature T cell population by cell division."" [GOC:add, ISBN:0781735149]",14,10,1,21026,0.1,0.07142857142857142,query_1,['GO:0042098'],['IL1B'],[['IBA']],1.0,-0.0,1,Other
GO:BP,GO:0033077,T cell differentiation in thymus,1.0,False,"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]",89,10,1,21026,0.1,0.011235955056179775,query_1,['GO:0030217'],['IL1B'],[['IBA']],1.0,-0.0,1,Other
GO:BP,GO:0033043,regulation of organelle organization,1.0,False,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1148,10,1,21026,0.1,0.0008710801393728223,query_1,"['GO:0006996', 'GO:0051128']",['IL1B'],[['IMP']],1.0,-0.0,1,Other
GO:BP,GO:0033036,macromolecule localization,1.0,False,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3228,10,1,21026,0.1,0.0003097893432465923,query_1,['GO:0051179'],['IL1B'],"[['IDA', 'ISS', 'NAS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0033007,negative regulation of mast cell activation involved in immune response,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]",4,10,1,21026,0.1,0.25,query_1,"['GO:0002279', 'GO:0002698', 'GO:0033004', 'GO:0033006', 'GO:0050777']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0033006,regulation of mast cell activation involved in immune response,1.0,False,"""Any process that modulates the frequency, rate, or extent of mast cell activation as part of an immune response."" [GOC:mah]",5,10,1,21026,0.1,0.2,query_1,"['GO:0002279', 'GO:0002699', 'GO:0033003', 'GO:0050776']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0033004,negative regulation of mast cell activation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of mast cell activation."" [GOC:mah]",10,10,1,21026,0.1,0.1,query_1,"['GO:0002695', 'GO:0033003', 'GO:0045576']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0033003,regulation of mast cell activation,1.0,False,"""Any process that modulates the frequency, rate, or extent of mast cell activation."" [GOC:mah]",20,10,1,21026,0.1,0.05,query_1,"['GO:0002694', 'GO:0045576']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0032946,positive regulation of mononuclear cell proliferation,1.0,False,"""Any process that activates or increases the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",146,10,2,21026,0.2,0.0136986301369863,query_1,"['GO:0032943', 'GO:0032944', 'GO:0070665']","['IL1B', 'CD40']","[['IDA', 'IBA'], ['IEA']]",1.0,-0.0,2,Other
GO:BP,GO:0032945,negative regulation of mononuclear cell proliferation,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",90,10,1,21026,0.1,0.011111111111111112,query_1,"['GO:0032943', 'GO:0032944', 'GO:0070664']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:BP,GO:0032940,secretion by cell,1.0,False,"""The controlled release of a substance by a cell."" [GOC:mah]",854,10,1,21026,0.1,0.00117096018735363,query_1,"['GO:0046903', 'GO:0140352']",['IL1B'],"[['IDA', 'ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032892,positive regulation of organic acid transport,1.0,False,"""Any process that activates or increases the frequency, rate or extent of the directed movement of organic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",47,10,1,21026,0.1,0.02127659574468085,query_1,"['GO:0015849', 'GO:0032890', 'GO:0051050']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032890,regulation of organic acid transport,1.0,False,"""Any process that modulates the frequency, rate or extent of the directed movement of organic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",77,10,1,21026,0.1,0.012987012987012988,query_1,"['GO:0015849', 'GO:0051049']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032880,regulation of protein localization,1.0,False,"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]",907,10,1,21026,0.1,0.0011025358324145535,query_1,"['GO:0008104', 'GO:0060341']",['IL1B'],"[['IDA', 'ISS', 'NAS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032879,regulation of localization,1.0,False,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",2029,10,2,21026,0.2,0.0009857072449482504,query_1,"['GO:0050789', 'GO:0051179']","['PTPN6', 'IL1B']","[['IEA'], ['IDA', 'ISS', 'NAS', 'IEA']]",1.0,-0.0,2,Other
GO:BP,GO:0032870,cellular response to hormone stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]",638,10,1,21026,0.1,0.001567398119122257,query_1,"['GO:0009725', 'GO:0070887', 'GO:0071495']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032869,cellular response to insulin stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]",207,10,1,21026,0.1,0.004830917874396135,query_1,"['GO:0032868', 'GO:0071375']",['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032868,response to insulin,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]",270,10,1,21026,0.1,0.003703703703703704,query_1,['GO:0043434'],['IL1B'],"[['ISS', 'IEA']]",1.0,-0.0,1,Other
GO:BP,GO:0032787,monocarboxylic acid metabolic process,1.0,False,"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]",616,10,1,21026,0.1,0.0016233766233766235,query_1,['GO:0019752'],['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0032774,RNA biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]",6671,10,3,21026,0.3,0.000449707690001499,query_1,"['GO:0016070', 'GO:0141187']","['IL1B', 'NFKB2', 'CD40']","[['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA']]",1.0,-0.0,3,Other
GO:BP,GO:0032770,positive regulation of monooxygenase activity,1.0,False,"""Any process that activates or increases the activity of a monooxygenase."" [GOC:mah]",22,10,1,21026,0.1,0.045454545454545456,query_1,['GO:0051353'],['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032760,positive regulation of tumor necrosis factor production,1.0,False,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]",104,10,1,21026,0.1,0.009615384615384616,query_1,"['GO:0032640', 'GO:0032680', 'GO:1903557']",['IFIH1'],[['IMP']],1.0,-0.0,1,Other
GO:BP,GO:0032757,positive regulation of interleukin-8 production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of interleukin-8 production."" [GOC:mah]",64,10,1,21026,0.1,0.015625,query_1,"['GO:0001819', 'GO:0032637', 'GO:0032677']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0032755,positive regulation of interleukin-6 production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]",98,10,2,21026,0.2,0.02040816326530612,query_1,"['GO:0001819', 'GO:0032635', 'GO:0032675']","['IFIH1', 'IL1B']","[['IMP'], ['IGI', 'TAS', 'IEA']]",1.0,-0.0,2,Other
GO:BP,GO:0032743,positive regulation of interleukin-2 production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]",34,10,1,21026,0.1,0.029411764705882353,query_1,"['GO:0001819', 'GO:0032623', 'GO:0032663']",['IL1B'],[['IMP']],1.0,-0.0,1,Other
GO:BP,GO:0032729,positive regulation of type II interferon production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]",75,10,1,21026,0.1,0.013333333333333334,query_1,"['GO:0001819', 'GO:0032609', 'GO:0032649']",['IL1B'],[['IDA']],1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032728,positive regulation of interferon-beta production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of interferon-beta production."" [GOC:mah, PMID:15546383]",42,10,1,21026,0.1,0.023809523809523808,query_1,"['GO:0032481', 'GO:0032608', 'GO:0032648']",['IFIH1'],"[['IDA', 'IMP', 'TAS']]",1.0,-0.0,1,Interferon/antiviral
GO:BP,GO:0032727,positive regulation of interferon-alpha production,1.0,False,"""Any process that activates or increases the frequency, rate, or extent of interferon-alpha production."" [GOC:mah, PMID:15546383]",26,10,1,21026,0.1,0.038461538461538464,query_1,"['GO:0032481', 'GO:0032607', 'GO:0032647']",['IFIH1'],"[['IMP', 'TAS']]",1.0,-0.0,1,Interferon/antiviral
