Term_ID	Term	Source	Gene
GO:0051094	positive regulation of developmental process	GO:BP	IL1B
GO:0051094	positive regulation of developmental process	GO:BP	CD40
GO:0051093	negative regulation of developmental process	GO:BP	PTPN6
GO:0051093	negative regulation of developmental process	GO:BP	IL1B
GO:0051092	positive regulation of NF-kappaB transcription factor activity	GO:BP	IL1B
GO:0051092	positive regulation of NF-kappaB transcription factor activity	GO:BP	CD40
GO:0051091	positive regulation of DNA-binding transcription factor activity	GO:BP	IL1B
GO:0051091	positive regulation of DNA-binding transcription factor activity	GO:BP	CD40
GO:0051090	regulation of DNA-binding transcription factor activity	GO:BP	IL1B
GO:0051090	regulation of DNA-binding transcription factor activity	GO:BP	CD40
GO:0051054	positive regulation of DNA metabolic process	GO:BP	CD40
GO:0051052	regulation of DNA metabolic process	GO:BP	CD40
GO:0051051	negative regulation of transport	GO:BP	IL1B
GO:0051050	positive regulation of transport	GO:BP	IL1B
GO:0051049	regulation of transport	GO:BP	PTPN6
GO:0051049	regulation of transport	GO:BP	IL1B
GO:0051048	negative regulation of secretion	GO:BP	IL1B
GO:0051249	regulation of lymphocyte activation	GO:BP	PTPN6
GO:0051249	regulation of lymphocyte activation	GO:BP	IL1B
GO:0051249	regulation of lymphocyte activation	GO:BP	CD40
GO:0051047	positive regulation of secretion	GO:BP	IL1B
GO:0051250	negative regulation of lymphocyte activation	GO:BP	PTPN6
GO:0051254	positive regulation of RNA metabolic process	GO:BP	IL1B
GO:0051254	positive regulation of RNA metabolic process	GO:BP	NFKB2
GO:0051254	positive regulation of RNA metabolic process	GO:BP	CD40
GO:0055080	monoatomic cation homeostasis	GO:BP	PTPN6
GO:0055080	monoatomic cation homeostasis	GO:BP	CD40
GO:0055074	calcium ion homeostasis	GO:BP	PTPN6
GO:0055074	calcium ion homeostasis	GO:BP	CD40
GO:0051962	positive regulation of nervous system development	GO:BP	IL1B
GO:0051961	negative regulation of nervous system development	GO:BP	IL1B
GO:0051960	regulation of nervous system development	GO:BP	IL1B
GO:0051924	regulation of calcium ion transport	GO:BP	PTPN6
GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	GO:BP	PTPN6
GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	GO:BP	PTPN6
GO:0051785	positive regulation of nuclear division	GO:BP	IL1B
GO:0051783	regulation of nuclear division	GO:BP	IL1B
GO:0051781	positive regulation of cell division	GO:BP	IL1B
GO:0051726	regulation of cell cycle	GO:BP	PTPN6
GO:0051726	regulation of cell cycle	GO:BP	IL1B
GO:0051716	cellular response to stimulus	GO:BP	PTPN6
GO:0051716	cellular response to stimulus	GO:BP	IFIH1
GO:0051716	cellular response to stimulus	GO:BP	IL1B
GO:0051716	cellular response to stimulus	GO:BP	NFKB2
GO:0051716	cellular response to stimulus	GO:BP	CD40
GO:0051716	cellular response to stimulus	GO:BP	LTB
GO:0051651	maintenance of location in cell	GO:BP	PTPN6
GO:0051649	establishment of localization in cell	GO:BP	IL1B
GO:0051641	cellular localization	GO:BP	PTPN6
GO:0051641	cellular localization	GO:BP	IL1B
GO:0051353	positive regulation of oxidoreductase activity	GO:BP	IL1B
GO:0051348	negative regulation of transferase activity	GO:BP	IL1B
GO:0051347	positive regulation of transferase activity	GO:BP	IL1B
GO:0051347	positive regulation of transferase activity	GO:BP	CD40
GO:0051345	positive regulation of hydrolase activity	GO:BP	CD40
GO:0051341	regulation of oxidoreductase activity	GO:BP	IL1B
GO:0051338	regulation of transferase activity	GO:BP	IL1B
GO:0051338	regulation of transferase activity	GO:BP	CD40
GO:0051336	regulation of hydrolase activity	GO:BP	CD40
GO:0051302	regulation of cell division	GO:BP	IL1B
GO:0051301	cell division	GO:BP	IL1B
GO:0051283	negative regulation of sequestering of calcium ion	GO:BP	PTPN6
GO:0051282	regulation of sequestering of calcium ion	GO:BP	PTPN6
GO:0051279	regulation of release of sequestered calcium ion into cytosol	GO:BP	PTPN6
GO:0051259	protein complex oligomerization	GO:BP	IFIH1
GO:0051252	regulation of RNA metabolic process	GO:BP	IL1B
GO:0051252	regulation of RNA metabolic process	GO:BP	NFKB2
GO:0051252	regulation of RNA metabolic process	GO:BP	CD40
GO:0055082	intracellular chemical homeostasis	GO:BP	PTPN6
GO:0055082	intracellular chemical homeostasis	GO:BP	CD40
GO:0051046	regulation of secretion	GO:BP	IL1B
GO:0051043	regulation of membrane protein ectodomain proteolysis	GO:BP	IL1B
GO:0050789	regulation of biological process	GO:BP	SERPINB2
GO:0050789	regulation of biological process	GO:BP	XAF1
GO:0050789	regulation of biological process	GO:BP	PTPN6
GO:0050789	regulation of biological process	GO:BP	IFIH1
GO:0050789	regulation of biological process	GO:BP	IL1B
GO:0050789	regulation of biological process	GO:BP	NFKB2
GO:0050789	regulation of biological process	GO:BP	CD40
GO:0050789	regulation of biological process	GO:BP	LTB
GO:0050777	negative regulation of immune response	GO:BP	PTPN6
GO:0050769	positive regulation of neurogenesis	GO:BP	IL1B
GO:0050768	negative regulation of neurogenesis	GO:BP	IL1B
GO:0050767	regulation of neurogenesis	GO:BP	IL1B
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	GO:BP	PTPN6
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	GO:BP	CD40
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	GO:BP	PTPN6
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	GO:BP	CD40
GO:0050729	positive regulation of inflammatory response	GO:BP	IL1B
GO:0050728	negative regulation of inflammatory response	GO:BP	PTPN6
GO:0050727	regulation of inflammatory response	GO:BP	PTPN6
GO:0050727	regulation of inflammatory response	GO:BP	IL1B
GO:0050709	negative regulation of protein secretion	GO:BP	IL1B
GO:0050708	regulation of protein secretion	GO:BP	IL1B
GO:0050691	regulation of defense response to virus by host	GO:BP	IL1B
GO:0050688	regulation of defense response to virus	GO:BP	IL1B
GO:0050672	negative regulation of lymphocyte proliferation	GO:BP	PTPN6
GO:0050671	positive regulation of lymphocyte proliferation	GO:BP	IL1B
GO:0050671	positive regulation of lymphocyte proliferation	GO:BP	CD40
GO:0048878	chemical homeostasis	GO:BP	PTPN6
GO:0048878	chemical homeostasis	GO:BP	CD40
GO:0048871	multicellular organismal-level homeostasis	GO:BP	IL1B
GO:0048870	cell motility	GO:BP	IL1B
GO:0048870	cell motility	GO:BP	CD40
GO:0048869	cellular developmental process	GO:BP	PTPN6
GO:0048869	cellular developmental process	GO:BP	IL1B
GO:0048869	cellular developmental process	GO:BP	NFKB2
GO:0048856	anatomical structure development	GO:BP	PTPN6
GO:0048856	anatomical structure development	GO:BP	IL1B
GO:0048856	anatomical structure development	GO:BP	NFKB2
GO:0048856	anatomical structure development	GO:BP	CD40
GO:0048856	anatomical structure development	GO:BP	LTB
GO:0048762	mesenchymal cell differentiation	GO:BP	IL1B
GO:0048731	system development	GO:BP	PTPN6
GO:0048731	system development	GO:BP	IL1B
GO:0048731	system development	GO:BP	NFKB2
GO:0048731	system development	GO:BP	CD40
GO:0048731	system development	GO:BP	LTB
GO:0048708	astrocyte differentiation	GO:BP	IL1B
GO:0048646	anatomical structure formation involved in morphogenesis	GO:BP	PTPN6
GO:0048646	anatomical structure formation involved in morphogenesis	GO:BP	IL1B
GO:0048646	anatomical structure formation involved in morphogenesis	GO:BP	NFKB2
GO:0048646	anatomical structure formation involved in morphogenesis	GO:BP	CD40
GO:0048585	negative regulation of response to stimulus	GO:BP	SERPINB2
GO:0048585	negative regulation of response to stimulus	GO:BP	PTPN6
GO:0048585	negative regulation of response to stimulus	GO:BP	IL1B
GO:0048584	positive regulation of response to stimulus	GO:BP	PTPN6
GO:0048584	positive regulation of response to stimulus	GO:BP	IFIH1
GO:0048584	positive regulation of response to stimulus	GO:BP	IL1B
GO:0048584	positive regulation of response to stimulus	GO:BP	CD40
GO:0048584	positive regulation of response to stimulus	GO:BP	LTB
GO:0048583	regulation of response to stimulus	GO:BP	SERPINB2
GO:0048583	regulation of response to stimulus	GO:BP	PTPN6
GO:0048583	regulation of response to stimulus	GO:BP	IFIH1
GO:0048583	regulation of response to stimulus	GO:BP	IL1B
GO:0048583	regulation of response to stimulus	GO:BP	CD40
GO:0048583	regulation of response to stimulus	GO:BP	LTB
GO:0050790	regulation of catalytic activity	GO:BP	IL1B
GO:0050790	regulation of catalytic activity	GO:BP	CD40
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	GO:BP	IL1B
GO:0050792	regulation of viral process	GO:BP	IFIH1
GO:0050794	regulation of cellular process	GO:BP	SERPINB2
GO:0050794	regulation of cellular process	GO:BP	XAF1
GO:0050794	regulation of cellular process	GO:BP	PTPN6
GO:0050794	regulation of cellular process	GO:BP	IFIH1
GO:0050794	regulation of cellular process	GO:BP	IL1B
GO:0050794	regulation of cellular process	GO:BP	NFKB2
GO:0050794	regulation of cellular process	GO:BP	CD40
GO:0050794	regulation of cellular process	GO:BP	LTB
GO:0050999	regulation of nitric-oxide synthase activity	GO:BP	IL1B
GO:0050996	positive regulation of lipid catabolic process	GO:BP	IL1B
GO:0050995	negative regulation of lipid catabolic process	GO:BP	IL1B
GO:0050994	regulation of lipid catabolic process	GO:BP	IL1B
GO:0050900	leukocyte migration	GO:BP	IL1B
GO:0050886	endocrine process	GO:BP	IL1B
GO:0050871	positive regulation of B cell activation	GO:BP	CD40
GO:0050870	positive regulation of T cell activation	GO:BP	PTPN6
GO:0050870	positive regulation of T cell activation	GO:BP	IL1B
GO:0050868	negative regulation of T cell activation	GO:BP	PTPN6
GO:0050866	negative regulation of cell activation	GO:BP	PTPN6
GO:0050865	regulation of cell activation	GO:BP	PTPN6
GO:0050865	regulation of cell activation	GO:BP	IL1B
GO:0050865	regulation of cell activation	GO:BP	CD40
GO:0050864	regulation of B cell activation	GO:BP	PTPN6
GO:0050864	regulation of B cell activation	GO:BP	CD40
GO:0050863	regulation of T cell activation	GO:BP	PTPN6
GO:0050863	regulation of T cell activation	GO:BP	IL1B
GO:0050860	negative regulation of T cell receptor signaling pathway	GO:BP	PTPN6
GO:0050859	negative regulation of B cell receptor signaling pathway	GO:BP	PTPN6
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	GO:BP	PTPN6
GO:0050856	regulation of T cell receptor signaling pathway	GO:BP	PTPN6
GO:0050855	regulation of B cell receptor signaling pathway	GO:BP	PTPN6
GO:0050854	regulation of antigen receptor-mediated signaling pathway	GO:BP	PTPN6
GO:0050853	B cell receptor signaling pathway	GO:BP	PTPN6
GO:0050852	T cell receptor signaling pathway	GO:BP	PTPN6
GO:0050851	antigen receptor-mediated signaling pathway	GO:BP	PTPN6
GO:0050830	defense response to Gram-positive bacterium	GO:BP	IL1B
GO:0050819	negative regulation of coagulation	GO:BP	SERPINB2
GO:0050818	regulation of coagulation	GO:BP	SERPINB2
GO:0050805	negative regulation of synaptic transmission	GO:BP	IL1B
GO:0050804	modulation of chemical synaptic transmission	GO:BP	IL1B
GO:0050801	monoatomic ion homeostasis	GO:BP	PTPN6
GO:0050801	monoatomic ion homeostasis	GO:BP	CD40
GO:0050796	regulation of insulin secretion	GO:BP	IL1B
GO:0050793	regulation of developmental process	GO:BP	PTPN6
GO:0050793	regulation of developmental process	GO:BP	IL1B
GO:0050793	regulation of developmental process	GO:BP	CD40
GO:0055085	transmembrane transport	GO:BP	PTPN6
GO:0055085	transmembrane transport	GO:BP	IL1B
GO:0060251	regulation of glial cell proliferation	GO:BP	IL1B
GO:0060252	positive regulation of glial cell proliferation	GO:BP	IL1B
GO:0098660	inorganic ion transmembrane transport	GO:BP	PTPN6
GO:0098655	monoatomic cation transmembrane transport	GO:BP	PTPN6
GO:0098609	cell-cell adhesion	GO:BP	PTPN6
GO:0098609	cell-cell adhesion	GO:BP	IL1B
GO:0098586	cellular response to virus	GO:BP	IFIH1
GO:0097696	cell surface receptor signaling pathway via STAT	GO:BP	CD40
GO:0097553	calcium ion transmembrane import into cytosol	GO:BP	PTPN6
GO:0097530	granulocyte migration	GO:BP	IL1B
GO:0097529	myeloid leukocyte migration	GO:BP	IL1B
GO:0097398	cellular response to interleukin-17	GO:BP	IL1B
GO:0097396	response to interleukin-17	GO:BP	IL1B
WP:WP727	Monoamine transport	WP	IL1B
GO:0097191	extrinsic apoptotic signaling pathway	GO:BP	IL1B
GO:0097191	extrinsic apoptotic signaling pathway	GO:BP	LTB
GO:0097190	apoptotic signaling pathway	GO:BP	IL1B
GO:0097190	apoptotic signaling pathway	GO:BP	LTB
GO:0090594	inflammatory response to wounding	GO:BP	PTPN6
GO:0090316	positive regulation of intracellular protein transport	GO:BP	IL1B
GO:0090304	nucleic acid metabolic process	GO:BP	IL1B
GO:0090304	nucleic acid metabolic process	GO:BP	NFKB2
GO:0090304	nucleic acid metabolic process	GO:BP	CD40
GO:0090287	regulation of cellular response to growth factor stimulus	GO:BP	IL1B
GO:0090276	regulation of peptide hormone secretion	GO:BP	IL1B
GO:0090087	regulation of peptide transport	GO:BP	IL1B
GO:0090068	positive regulation of cell cycle process	GO:BP	IL1B
GO:0090037	positive regulation of protein kinase C signaling	GO:BP	CD40
GO:0090036	regulation of protein kinase C signaling	GO:BP	CD40
GO:0080164	regulation of nitric oxide metabolic process	GO:BP	IL1B
GO:0080090	regulation of primary metabolic process	GO:BP	PTPN6
GO:0080090	regulation of primary metabolic process	GO:BP	IL1B
GO:0080090	regulation of primary metabolic process	GO:BP	NFKB2
GO:0080090	regulation of primary metabolic process	GO:BP	CD40
GO:0072577	endothelial cell apoptotic process	GO:BP	CD40
GO:0072359	circulatory system development	GO:BP	PTPN6
GO:0072359	circulatory system development	GO:BP	IL1B
GO:0072359	circulatory system development	GO:BP	CD40
GO:0072330	monocarboxylic acid biosynthetic process	GO:BP	IL1B
GO:0071902	positive regulation of protein serine/threonine kinase activity	GO:BP	IL1B
GO:0071902	positive regulation of protein serine/threonine kinase activity	GO:BP	CD40
GO:0071901	negative regulation of protein serine/threonine kinase activity	GO:BP	IL1B
GO:0098662	inorganic cation transmembrane transport	GO:BP	PTPN6
GO:0071900	regulation of protein serine/threonine kinase activity	GO:BP	IL1B
GO:0071900	regulation of protein serine/threonine kinase activity	GO:BP	CD40
GO:0098771	inorganic ion homeostasis	GO:BP	PTPN6
GO:0098771	inorganic ion homeostasis	GO:BP	CD40
GO:0099177	regulation of trans-synaptic signaling	GO:BP	IL1B
GO:1901343	negative regulation of vasculature development	GO:BP	PTPN6
GO:1901224	positive regulation of non-canonical NF-kappaB signal transduction	GO:BP	IL1B
GO:1901222	regulation of non-canonical NF-kappaB signal transduction	GO:BP	IL1B
GO:1901137	carbohydrate derivative biosynthetic process	GO:BP	IL1B
GO:1901135	carbohydrate derivative metabolic process	GO:BP	IL1B
GO:1901099	negative regulation of signal transduction in absence of ligand	GO:BP	IL1B
GO:1900745	positive regulation of p38MAPK cascade	GO:BP	IL1B
GO:1900744	regulation of p38MAPK cascade	GO:BP	IL1B
GO:1900077	negative regulation of cellular response to insulin stimulus	GO:BP	IL1B
GO:1900076	regulation of cellular response to insulin stimulus	GO:BP	IL1B
GO:1900047	negative regulation of hemostasis	GO:BP	SERPINB2
GO:1900046	regulation of hemostasis	GO:BP	SERPINB2
GO:0170062	nutrient storage	GO:BP	IL1B
GO:0160162	CD27 signaling pathway	GO:BP	PTPN6
GO:0150078	positive regulation of neuroinflammatory response	GO:BP	IL1B
GO:0150077	regulation of neuroinflammatory response	GO:BP	IL1B
GO:0150076	neuroinflammatory response	GO:BP	IL1B
GO:0141187	nucleic acid biosynthetic process	GO:BP	IL1B
GO:0141187	nucleic acid biosynthetic process	GO:BP	NFKB2
GO:0141187	nucleic acid biosynthetic process	GO:BP	CD40
GO:0141124	intracellular signaling cassette	GO:BP	PTPN6
GO:0141124	intracellular signaling cassette	GO:BP	IL1B
GO:0141124	intracellular signaling cassette	GO:BP	NFKB2
GO:0141124	intracellular signaling cassette	GO:BP	CD40
GO:0141124	intracellular signaling cassette	GO:BP	LTB
GO:0140888	interferon-mediated signaling pathway	GO:BP	PTPN6
GO:0140888	interferon-mediated signaling pathway	GO:BP	IFIH1
GO:0140374	antiviral innate immune response	GO:BP	IFIH1
GO:0140353	lipid export from cell	GO:BP	IL1B
GO:0140352	export from cell	GO:BP	IL1B
GO:0140014	mitotic nuclear division	GO:BP	IL1B
GO:0106015	negative regulation of inflammatory response to wounding	GO:BP	PTPN6
GO:0106014	regulation of inflammatory response to wounding	GO:BP	PTPN6
GO:0104004	cellular response to environmental stimulus	GO:BP	IL1B
GO:0104004	cellular response to environmental stimulus	GO:BP	CD40
GO:0099537	trans-synaptic signaling	GO:BP	IL1B
GO:0099536	synaptic signaling	GO:BP	IL1B
GO:0098916	anterograde trans-synaptic signaling	GO:BP	IL1B
GO:0071840	cellular component organization or biogenesis	GO:BP	IFIH1
GO:0071840	cellular component organization or biogenesis	GO:BP	IL1B
GO:0071840	cellular component organization or biogenesis	GO:BP	NFKB2
GO:0071840	cellular component organization or biogenesis	GO:BP	CD40
GO:0071715	icosanoid transport	GO:BP	IL1B
GO:0071706	tumor necrosis factor superfamily cytokine production	GO:BP	PTPN6
GO:0071706	tumor necrosis factor superfamily cytokine production	GO:BP	IFIH1
GO:0070164	negative regulation of adiponectin secretion	GO:BP	IL1B
GO:0070163	regulation of adiponectin secretion	GO:BP	IL1B
GO:0070162	adiponectin secretion	GO:BP	IL1B
GO:0065009	regulation of molecular function	GO:BP	IL1B
GO:0065009	regulation of molecular function	GO:BP	CD40
GO:0065008	regulation of biological quality	GO:BP	SERPINB2
GO:0065008	regulation of biological quality	GO:BP	PTPN6
GO:0065008	regulation of biological quality	GO:BP	IL1B
GO:0065008	regulation of biological quality	GO:BP	CD40
GO:0065007	biological regulation	GO:BP	SERPINB2
GO:0065007	biological regulation	GO:BP	XAF1
GO:0065007	biological regulation	GO:BP	PTPN6
GO:0065007	biological regulation	GO:BP	IFIH1
GO:0065007	biological regulation	GO:BP	IL1B
GO:0065007	biological regulation	GO:BP	NFKB2
GO:0065007	biological regulation	GO:BP	CD40
GO:0065007	biological regulation	GO:BP	LTB
GO:0065003	protein-containing complex assembly	GO:BP	IFIH1
GO:0065003	protein-containing complex assembly	GO:BP	CD40
GO:0062013	positive regulation of small molecule metabolic process	GO:BP	IL1B
GO:0062012	regulation of small molecule metabolic process	GO:BP	IL1B
GO:0061900	glial cell activation	GO:BP	IL1B
GO:0061515	myeloid cell development	GO:BP	PTPN6
GO:0061045	negative regulation of wound healing	GO:BP	SERPINB2
GO:0061041	regulation of wound healing	GO:BP	SERPINB2
GO:0061028	establishment of endothelial barrier	GO:BP	IL1B
GO:0060986	endocrine hormone secretion	GO:BP	IL1B
GO:0060760	positive regulation of response to cytokine stimulus	GO:BP	IFIH1
GO:0060759	regulation of response to cytokine stimulus	GO:BP	PTPN6
GO:0060759	regulation of response to cytokine stimulus	GO:BP	IFIH1
GO:0060559	positive regulation of calcidiol 1-monooxygenase activity	GO:BP	IL1B
GO:0060558	regulation of calcidiol 1-monooxygenase activity	GO:BP	IL1B
GO:0060485	mesenchyme development	GO:BP	IL1B
GO:0060429	epithelium development	GO:BP	IL1B
GO:0060355	positive regulation of cell adhesion molecule production	GO:BP	IL1B
GO:0060353	regulation of cell adhesion molecule production	GO:BP	IL1B
GO:0060352	cell adhesion molecule production	GO:BP	IL1B
GO:0060341	regulation of cellular localization	GO:BP	IL1B
GO:0060338	regulation of type I interferon-mediated signaling pathway	GO:BP	PTPN6
GO:0060326	cell chemotaxis	GO:BP	IL1B
GO:0060284	regulation of cell development	GO:BP	PTPN6
GO:0060284	regulation of cell development	GO:BP	IL1B
GO:0060255	regulation of macromolecule metabolic process	GO:BP	XAF1
GO:0060255	regulation of macromolecule metabolic process	GO:BP	PTPN6
GO:0060255	regulation of macromolecule metabolic process	GO:BP	IFIH1
GO:0060255	regulation of macromolecule metabolic process	GO:BP	IL1B
GO:0060255	regulation of macromolecule metabolic process	GO:BP	NFKB2
GO:0060255	regulation of macromolecule metabolic process	GO:BP	CD40
GO:0060255	regulation of macromolecule metabolic process	GO:BP	LTB
GO:0070201	regulation of establishment of protein localization	GO:BP	IL1B
GO:0070371	ERK1 and ERK2 cascade	GO:BP	PTPN6
GO:0070371	ERK1 and ERK2 cascade	GO:BP	IL1B
GO:0070372	regulation of ERK1 and ERK2 cascade	GO:BP	PTPN6
GO:0070372	regulation of ERK1 and ERK2 cascade	GO:BP	IL1B
GO:0070486	leukocyte aggregation	GO:BP	IL1B
GO:0071705	nitrogen compound transport	GO:BP	IL1B
GO:0071692	protein localization to extracellular region	GO:BP	IL1B
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	GO:BP	IL1B
GO:0071637	regulation of monocyte chemotactic protein-1 production	GO:BP	IL1B
GO:0071621	granulocyte chemotaxis	GO:BP	IL1B
GO:0071605	monocyte chemotactic protein-1 production	GO:BP	IL1B
GO:0071495	cellular response to endogenous stimulus	GO:BP	IL1B
GO:0071466	cellular response to xenobiotic stimulus	GO:BP	IL1B
GO:0071396	cellular response to lipid	GO:BP	IL1B
GO:0071396	cellular response to lipid	GO:BP	CD40
GO:0071375	cellular response to peptide hormone stimulus	GO:BP	IL1B
GO:0071363	cellular response to growth factor stimulus	GO:BP	IL1B
GO:0071360	cellular response to exogenous dsRNA	GO:BP	IFIH1
GO:0071359	cellular response to dsRNA	GO:BP	IFIH1
GO:0071356	cellular response to tumor necrosis factor	GO:BP	CD40
GO:0048536	spleen development	GO:BP	NFKB2
GO:0071222	cellular response to lipopolysaccharide	GO:BP	IL1B
GO:0071222	cellular response to lipopolysaccharide	GO:BP	CD40
GO:0071216	cellular response to biotic stimulus	GO:BP	IL1B
GO:0071216	cellular response to biotic stimulus	GO:BP	CD40
GO:0071214	cellular response to abiotic stimulus	GO:BP	IL1B
GO:0071214	cellular response to abiotic stimulus	GO:BP	CD40
GO:0070887	cellular response to chemical stimulus	GO:BP	IFIH1
GO:0070887	cellular response to chemical stimulus	GO:BP	IL1B
GO:0070887	cellular response to chemical stimulus	GO:BP	CD40
GO:0070848	response to growth factor	GO:BP	IL1B
GO:0070727	cellular macromolecule localization	GO:BP	IL1B
GO:0070665	positive regulation of leukocyte proliferation	GO:BP	IL1B
GO:0070665	positive regulation of leukocyte proliferation	GO:BP	CD40
GO:0070664	negative regulation of leukocyte proliferation	GO:BP	PTPN6
GO:0070647	protein modification by small protein conjugation or removal	GO:BP	IFIH1
GO:0070588	calcium ion transmembrane transport	GO:BP	PTPN6
GO:0070555	response to interleukin-1	GO:BP	IL1B
GO:0070555	response to interleukin-1	GO:BP	CD40
GO:0070528	protein kinase C signaling	GO:BP	CD40
GO:0070527	platelet aggregation	GO:BP	PTPN6
GO:0070498	interleukin-1-mediated signaling pathway	GO:BP	IL1B
GO:0070487	monocyte aggregation	GO:BP	IL1B
GO:0071219	cellular response to molecule of bacterial origin	GO:BP	IL1B
GO:0071219	cellular response to molecule of bacterial origin	GO:BP	CD40
GO:0032303	regulation of icosanoid secretion	GO:BP	IL1B
GO:0048535	lymph node development	GO:BP	LTB
GO:0048525	negative regulation of viral process	GO:BP	IFIH1
GO:0034765	regulation of monoatomic ion transmembrane transport	GO:BP	PTPN6
GO:0034763	negative regulation of transmembrane transport	GO:BP	IL1B
GO:0034762	regulation of transmembrane transport	GO:BP	PTPN6
GO:0034762	regulation of transmembrane transport	GO:BP	IL1B
GO:0034654	nucleobase-containing compound biosynthetic process	GO:BP	IL1B
GO:0034654	nucleobase-containing compound biosynthetic process	GO:BP	NFKB2
GO:0034654	nucleobase-containing compound biosynthetic process	GO:BP	CD40
GO:0034612	response to tumor necrosis factor	GO:BP	CD40
GO:0034344	regulation of type III interferon production	GO:BP	IFIH1
GO:0034343	type III interferon production	GO:BP	IFIH1
GO:0034341	response to type II interferon	GO:BP	CD40
GO:0034330	cell junction organization	GO:BP	IL1B
GO:0034329	cell junction assembly	GO:BP	IL1B
GO:0034220	monoatomic ion transmembrane transport	GO:BP	PTPN6
GO:0034219	carbohydrate transmembrane transport	GO:BP	IL1B
GO:0034116	positive regulation of heterotypic cell-cell adhesion	GO:BP	IL1B
GO:0034114	regulation of heterotypic cell-cell adhesion	GO:BP	IL1B
GO:0034113	heterotypic cell-cell adhesion	GO:BP	IL1B
GO:0034109	homotypic cell-cell adhesion	GO:BP	PTPN6
GO:0033993	response to lipid	GO:BP	IL1B
GO:0033993	response to lipid	GO:BP	NFKB2
GO:0033993	response to lipid	GO:BP	CD40
GO:0033674	positive regulation of kinase activity	GO:BP	IL1B
GO:0033674	positive regulation of kinase activity	GO:BP	CD40
GO:0033673	negative regulation of kinase activity	GO:BP	IL1B
GO:0033630	positive regulation of cell adhesion mediated by integrin	GO:BP	PTPN6
GO:0033628	regulation of cell adhesion mediated by integrin	GO:BP	PTPN6
GO:0033627	cell adhesion mediated by integrin	GO:BP	PTPN6
GO:0033619	membrane protein proteolysis	GO:BP	IL1B
GO:0033590	response to cobalamin	GO:BP	CD40
GO:0033559	unsaturated fatty acid metabolic process	GO:BP	IL1B
GO:0033273	response to vitamin	GO:BP	CD40
GO:0033198	response to ATP	GO:BP	IL1B
GO:0033157	regulation of intracellular protein transport	GO:BP	IL1B
GO:0033092	positive regulation of immature T cell proliferation in thymus	GO:BP	IL1B
GO:0035234	ectopic germ cell programmed cell death	GO:BP	IL1B
GO:0033091	positive regulation of immature T cell proliferation	GO:BP	IL1B
GO:0035239	tube morphogenesis	GO:BP	PTPN6
GO:0035239	tube morphogenesis	GO:BP	IL1B
GO:0035239	tube morphogenesis	GO:BP	CD40
GO:0035335	peptidyl-tyrosine dephosphorylation	GO:BP	PTPN6
GO:0042130	negative regulation of T cell proliferation	GO:BP	PTPN6
GO:0042129	regulation of T cell proliferation	GO:BP	PTPN6
GO:0042129	regulation of T cell proliferation	GO:BP	IL1B
GO:0042127	regulation of cell population proliferation	GO:BP	PTPN6
GO:0042127	regulation of cell population proliferation	GO:BP	IL1B
GO:0042127	regulation of cell population proliferation	GO:BP	CD40
GO:0042113	B cell activation	GO:BP	PTPN6
GO:0042113	B cell activation	GO:BP	CD40
GO:0042110	T cell activation	GO:BP	SLAMF7
GO:0042110	T cell activation	GO:BP	PTPN6
GO:0042110	T cell activation	GO:BP	IL1B
GO:0042102	positive regulation of T cell proliferation	GO:BP	IL1B
GO:0042100	B cell proliferation	GO:BP	CD40
GO:0042098	T cell proliferation	GO:BP	PTPN6
GO:0042098	T cell proliferation	GO:BP	IL1B
GO:0042088	T-helper 1 type immune response	GO:BP	IL1B
GO:0042063	gliogenesis	GO:BP	IL1B
GO:0042060	wound healing	GO:BP	SERPINB2
GO:0042060	wound healing	GO:BP	PTPN6
GO:0042060	wound healing	GO:BP	CD40
GO:0040017	positive regulation of locomotion	GO:BP	IL1B
GO:0040017	positive regulation of locomotion	GO:BP	CD40
GO:0040012	regulation of locomotion	GO:BP	IL1B
GO:0040012	regulation of locomotion	GO:BP	CD40
GO:0040011	locomotion	GO:BP	IL1B
GO:0040011	locomotion	GO:BP	CD40
GO:0039530	MDA-5 signaling pathway	GO:BP	IFIH1
GO:0038066	p38MAPK cascade	GO:BP	IL1B
GO:0038061	non-canonical NF-kappaB signal transduction	GO:BP	IL1B
GO:0038061	non-canonical NF-kappaB signal transduction	GO:BP	NFKB2
GO:0038034	signal transduction in absence of ligand	GO:BP	IL1B
GO:0036344	platelet morphogenesis	GO:BP	PTPN6
GO:0036211	protein modification process	GO:BP	PTPN6
GO:0036211	protein modification process	GO:BP	IFIH1
GO:0036211	protein modification process	GO:BP	IL1B
GO:0036211	protein modification process	GO:BP	CD40
GO:0036018	cellular response to erythropoietin	GO:BP	CD40
GO:0036017	response to erythropoietin	GO:BP	CD40
GO:0035855	megakaryocyte development	GO:BP	PTPN6
